date,hash_rate,total_btc_supply,tx_volume_usd
2025-08-24,1057370330.3731811,19910734.375,11032407922.931696
2025-08-25,909080588.9184059,19911325.0,11581188386.265312
2025-08-26,967107009.4876657,19911631.25,12519504863.175747
2025-08-27,967107009.4876657,19912115.625,10326963402.219948
2025-08-28,1025133430.0569257,19912653.125,10466099084.99234
2025-08-29,1063817710.4364324,19913134.375,23005469326.788795
2025-08-30,1018686049.9936746,19913656.25,9170965525.438213
2025-08-31,851054168.3491462,19914290.625,4626001308.177331
2025-09-01,1038028190.1834283,19914606.25,9872635249.510498
2025-09-02,1050922950.3099302,19915265.625,11472795453.89586
2025-09-03,883291068.6654017,19915515.625,10987680372.68799
2025-09-04,902633208.8551546,19916012.5,10787959326.746689
2025-09-05,957592801.7399701,19916521.875,12937939673.7636
2025-09-06,946761026.3534616,19916834.375,3437337619.6244116
2025-09-07,1041437128.988808,19917418.75,2596166281.3931866
2025-09-08,1082012601.5468137,19917696.875,7661404614.42701
2025-09-09,1129350652.8644862,19918268.75,10652209784.065067
2025-09-10,1149638389.1434891,19918909.375,11031790195.23848
2025-09-11,1014386813.9501374,19919421.875,12917697920.895584
2025-09-12,811509451.1601102,19919943.75,13838292752.335754
2025-09-13,953523605.1131293,19920215.625,5789043918.79074
2025-09-14,1034674550.2291405,19920740.625,3898286436.661168
2025-09-15,1102300337.8258162,19921012.5,12687401399.611538
2025-09-16,1082012601.5468137,19921537.5,11014563418.224216
2025-09-17,865610081.2374508,19922084.375,12962249455.147718
2025-09-18,1087599379.1411881,19922668.75,13510976822.137205
2025-09-19,1188749380.7897809,19922915.625,11918810025.118149
2025-09-20,1082611043.2192645,19923459.375,6506869820.089035
2025-09-21,1146294045.7615743,19924065.625,3521336291.7833223
2025-09-22,1061383375.7051616,19924562.5,15430507426.449467
2025-09-23,1018928040.676955,19925084.375,13380103763.332317
2025-09-24,1082611043.2192645,19925350.0,11030120453.67821
2025-09-25,997700373.1628518,19925881.25,14251956295.883837
2025-09-26,934017370.6205422,19926450.0,16962966523.57071
2025-09-27,1096762821.5620003,19926693.75,5814233429.462753
2025-09-28,1167521713.2756777,19927212.5,4533682940.126207
2025-09-29,990624483.9914839,19927771.875,12421806232.98834
2025-09-30,1139218156.5902066,19928340.625,18752461459.12848
2025-10-01,1076906913.283782,19928631.25,17914942537.91964
2025-10-02,1019764936.475331,19929200.0,18501831007.64977
2025-10-03,884796047.8241848,19929743.75,23124603287.085655
2025-10-04,1004768393.2918702,19929987.5,8476077417.44032
2025-10-05,1117242467.1678262,19930309.375,7752284226.2383795
2025-10-06,922287405.7828363,19930840.625,16874408670.71981
2025-10-07,1034761479.6587919,19931140.625,19430972127.380543
2025-10-08,1109744195.5760958,19931684.375,19009027532.640343
2025-10-09,899792591.007645,19932231.25,15183418026.848045
2025-10-10,989771850.1084098,19932493.75,15376547532.03535
2025-10-11,1102245923.9843652,19932990.625,13979800173.011082
2025-10-12,1087249380.8009045,19933478.125,5559262421.031401
2025-10-13,1139737281.943017,19933975.0,9071959222.90638
2025-10-14,1267207899.0024335,19934312.5,19576688920.433247
2025-10-15,1079751109.2091742,19934968.75,21854225093.273422
2025-10-16,1124278123.987008,19935212.5,13182320922.085176
2025-10-17,1159633832.2093213,19935806.25,16097643605.953632
2025-10-18,1203393599.4625034,19936425.0,5298430674.653136
2025-10-19,1013767941.3653816,19936665.625,5022667331.842184
2025-10-20,1086700886.7873514,19937178.125,11951029124.0078
2025-10-21,1093994181.3295484,19937631.25,14951638311.044374
2025-10-22,1115874064.956139,19938165.625,15261276545.144241
2025-10-23,1035647824.9919723,19938521.875,12186213034.972124
2025-10-24,1305499723.053261,19939037.5,12416172617.763527
2025-10-25,1166927126.751518,19939625.0,4877663200.916018
2025-10-26,1072114297.7029574,19940187.5,6847085319.891039
2025-10-27,1072114297.7029574,19940703.125,16107727421.004858
2025-10-28,1181513715.835912,19940996.875,14459499246.59532
2025-10-29,929747081.6588961,19941578.125,13004147601.963224
2025-10-30,1240553837.6668227,19941850.0,14514069160.323538
2025-10-31,1085484607.9584696,19942462.5,15203643065.771168
2025-11-01,1069977684.9876347,19943025.0,7076005652.664974
2025-11-02,1201786530.2397344,19943346.875,3304825232.249682
2025-11-03,1100991530.929305,19943978.125,14288895727.776064
2025-11-04,1015703454.5897113,19944262.5,17542018755.260174
2025-11-05,1069977684.9876347,19944546.875,13419921893.468367
2025-11-06,1085484607.9584696,19945115.625,15636906418.271948
2025-11-07,1100991530.929305,19945650.0,21461779028.83144
2025-11-08,930415378.2501172,19945871.875,4367137226.846394
2025-11-09,1093238069.4438875,19946450.0,3067078992.712991
2025-11-10,1085484607.9584696,19946750.0,11484375771.963436
2025-11-11,1186279607.2688992,19947256.25,10951056954.68874
2025-11-12,1086613750.3494294,19947821.875,10604955346.718935
2025-11-13,,19948137.5,13088012217.047039
2025-11-14,,19948728.125,24377100196.130707
2025-11-15,,19948978.125,5644973418.0668
2025-11-16,1203542966.8475492,19949512.5,4776084095.964514
2025-11-17,938612125.0886546,19950103.125,19283577618.702053
2025-11-18,1006737198.683799,19950406.25,21605870788.453686
2025-11-19,1037015009.1705301,19950928.125,17471565470.769844
2025-11-20,991598293.4404337,19951243.75,15177174553.160692
2025-11-21,1142987345.8740876,19951562.5,21796370449.694958
2025-11-22,1082431724.900626,19952156.25,58388673977.72743
2025-11-23,1074862272.2789433,19952437.5,17954745701.83514
2025-11-24,1082431724.900626,19952959.375,14112416699.0278
2025-11-25,870487051.4935104,19953518.75,11012928544.071537
2025-11-26,1241390229.9559624,19953731.25,9204012840.881035
2025-11-27,1061465507.6302311,19954234.375,9062460320.883312
2025-11-28,1113270480.6428328,19954703.125,9697972473.083769
2025-11-29,1016787038.987121,19955203.125,3552877104.767845
2025-11-30,1239441135.1156871,19955756.25,3541872047.362618
2025-12-01,987099826.1699785,19956225.0,13435643673.40069
2025-12-02,942569006.9442655,19956512.5,10845653512.26919
2025-12-03,979678022.9656931,19957053.125,12509377018.149723
2025-12-04,979678022.9656931,19957518.75,8105660617.511551
2025-12-05,883194581.309981,19957762.5,10280986733.847937
2025-12-06,1209753922.2985451,19958265.625,3044783369.686914
2025-12-07,1187488512.6856885,19958584.375,2501885859.6408043
2025-12-08,1098426874.2342618,19959162.5,13483240526.988363
2025-12-09,957412613.3528363,19959740.625,9695891171.237087
2025-12-10,1150379496.6642606,19960031.25,11784957025.173037
2025-12-11,1179902024.3226545,19960546.875,10736904008.783623
2025-12-12,1068190154.3848839,19961140.625,10803224575.612886
2025-12-13,1053456497.083023,19961443.75,4017753379.5852885
2025-12-14,942954067.3190697,19961959.375,2848683491.374594
2025-12-15,987155039.2246507,19962490.625,8379084323.59204
2025-12-16,1082923811.686744,19962725.0,10531766894.152073
2025-12-17,1016622353.8283721,19963256.25,12489831561.278057
2025-12-18,1060823325.7339536,19963825.0,9848892393.375822
2025-12-19,1068190154.3848839,19964084.375,8969389739.72798
2025-12-20,1082923811.686744,19964637.5,4973933952.339513
2025-12-21,1016622353.8283721,19965187.5,2519189997.1456137
2025-12-22,1023989182.4793022,19965475.0,8820610202.54576
2025-12-23,1068190154.3848839,19966040.625,12185261277.52939
2025-12-24,1171325755.4979067,19966303.125,11504123666.75912
2025-12-25,1016973817.768314,19966837.5,3024468762.6361113
2025-12-26,1149714808.6043208,19967390.625,9450221823.643654
2025-12-27,1002315474.1678696,19967703.125,3357464428.8442717
2025-12-28,1142344841.882498,19968246.875,2110737904.6223104
2025-12-29,1134974875.1606758,19968756.25,17986843413.77039
2025-12-30,877026039.8968855,19969043.75,12213235203.818419
2025-12-31,980205574.0024016,19969593.75,17317990785.43975
2026-01-01,1112864974.9952078,19969843.75,5461748379.32022
2026-01-02,1061275207.9424502,19970462.5,8968206910.814333
2026-01-03,1142344841.882498,19971006.25,2473500733.0217514
2026-01-04,1068645174.6642727,19971300.0,2506209767.9706717
2026-01-05,972835607.2805791,19971918.75,11806112633.600658
2026-01-06,958095673.8369341,19972125.0,11114364069.907026
2026-01-07,1083385108.1079175,19972618.75,9963351045.469955
2026-01-08,965289669.1289088,19973115.625,9338603708.545887
2026-01-09,1033929118.9983668,19973390.625,12518853021.095198
2026-01-10,1179552938.5756013,19973850.0,8121569827.731763
2026-01-11,888305299.4211321,19974393.75,4985913693.124658
2026-01-12,1033929118.9983668,19974981.25,10984133269.750414
2026-01-13,982960782.146335,19975193.75,14002042935.92521
2026-01-14,902867681.3788556,19975734.375,13059243547.161377
2026-01-15,1012085546.0617816,19975956.25,13357960101.245293
2026-01-16,946554827.2520258,19976528.125,9372781612.330635
2026-01-17,1084897455.850399,19976806.25,2998686754.598215
2026-01-18,1019366737.0406432,19977346.875,2353607702.805856
2026-01-19,1092178646.8292608,19977934.375,5014634720.103577
2026-01-20,968398400.1886113,19978193.75,9822935837.808207
2026-01-21,997523164.104058,19978700.0,13390535599.00566
2026-01-22,1163912656.954194,19979287.5,10568754612.948172
2026-01-23,985930374.4704596,19979559.375,6994781333.942334
2026-01-24,690151262.1293219,19980090.625,2116227259.4964585
2026-01-25,760574860.3057833,19980365.625,3966994210.6755815
2026-01-26,873252617.3881215,19980643.75,7681814789.554701
2026-01-27,859167897.7528292,19981103.125,6067747727.70262
2026-01-28,774659579.9410756,19981390.625,8693559628.841545
2026-01-29,901422056.6587061,19981912.5,9789073414.457756
2026-01-30,922549136.1116446,19982171.875,14841644208.141388
2026-01-31,971845654.8351676,19982731.25,8589408432.090025
2026-02-01,838040818.299891,19983053.125,7846770887.604803
2026-02-02,830998458.4822448,19983528.125,15680747255.192636
2026-02-03,929591495.9292907,19983775.0,13344411909.709486
2026-02-04,1000015094.105752,19984259.375,14008595911.570457
2026-02-05,894379696.8410602,19984809.375,21139302346.193314
2026-02-06,1021142173.5586905,19985084.375,18901527089.30478
2026-02-07,1116396723.6283798,19985406.25,6122926408.364181
2026-02-08,1063649660.9826868,19985946.875,4243821725.8114414
2026-02-09,1019852322.0010467,19986543.75,11888159988.016224
2026-02-10,900973830.4794525,19987071.875,9547620583.008541
2026-02-11,982311745.7310699,19987556.25,8491239760.042006
2026-02-12,1107446999.964327,19988128.125,9661389136.315762
2026-02-13,944771169.4610924,19988665.625,9201319258.50435
2026-02-14,1038622610.1360354,19989109.375,3840029082.300078
2026-02-15,1232582254.1975844,19989706.25,1929666958.9573793
2026-02-16,1094933474.5410013,19990228.125,4693867812.997321
2026-02-17,1032365847.4243727,19990793.75,6373218850.178365
2026-02-18,957284694.8844184,19991334.375,5723969492.006945
2026-02-19,1020622252.4872998,19991653.125,5598066692.030261
2026-02-20,983397435.8766681,19992184.375,10586854048.32113
2026-02-21,854191933.352726,19992712.5,2476187168.520625
2026-02-22,1177205689.6625803,19993009.375,1845861126.4781623
2026-02-23,1062356354.0857433,19993556.25,6005967073.087472
2026-02-24,1184383773.1361327,19994075.0,7724802994.709144
2026-02-25,1119781021.874162,19994581.25,6898606940.395969
2026-02-26,1004931686.2973247,19994878.125,7443589778.407508
2026-02-27,1012109769.7708769,19995418.75,5797244770.140323
2026-02-28,1026465936.7179816,19995968.75,2721602956.984004
2026-03-01,1069534437.5592955,19996215.625,1947434580.0901263
2026-03-02,976219352.4031156,19996743.75,7000359941.529199
2026-03-03,961863185.4560106,19997300.0,8081339725.646691
2026-03-04,933150851.5618018,19997568.75,12288634029.364828
2026-03-05,1192841923.7049837,19998065.625,9278661021.10245
2026-03-06,1052672432.0364789,19998656.25,7534725006.097888
2026-03-07,951731239.9233917,19998903.125,2032123513.9378915
2026-03-08,966151410.2252611,19999437.5,1488615216.0636604
2026-03-09,994991750.8290006,20000006.25,6914157660.480911
2026-03-10,994991750.8290006,20000265.625,7287177982.124621
2026-03-11,1002201835.9799352,20000793.75,8029010340.4647455
2026-03-12,930100984.4705875,20001121.875,6108416530.594537
2026-03-13,872420303.2631093,20001637.5,7726566054.216646
2026-03-14,922890899.3196526,20001881.25,2145316489.7739317
2026-03-15,901260643.8668482,20002403.125,3517233731.097687
2026-03-16,901260643.8668482,20002653.125,10195572100.645725
2026-03-17,915680814.1687176,20003203.125,7906826040.114284
2026-03-18,1002201835.9799352,20003475.0,6375312014.41345
2026-03-19,966151410.2252611,20003962.5,5718618497.256258
2026-03-20,958881917.8174205,20004484.375,5101822416.933103
2026-03-21,917823292.9611512,20004703.125,1218707789.7153096
2026-03-22,1077444735.2152646,20005196.875,3563696747.3545766
2026-03-23,1064142948.360755,20005728.125,6351371463.8087845
2026-03-24,831361678.4068401,20006181.25,6967432240.095557
2026-03-25,1017586694.3699718,20006750.0,8326071521.44758
2026-03-26,1097397415.4970288,20007018.75,6233836622.328477
2026-03-27,1010935800.9427172,20007525.0,8652009474.541578
2026-03-28,1157255456.3423212,20008112.5,2709136323.610358
2026-03-29,957728653.5246795,20008681.25,1979365473.9460342
2026-03-30,904521506.1066417,20008934.375,7311067757.215472
2026-03-31,904521506.1066417,20009421.875,7319725452.4801445
2026-04-01,1077444735.2152646,20009981.25,6475233191.952339
2026-04-02,964379546.9519341,20010296.875,6704823313.014916
2026-04-03,898750099.8899364,20010831.25,3007067104.088623
2026-04-04,828969681.6295495,20011315.625,1443412965.6513567
2026-04-05,1098384828.1591525,20011618.75,1458245965.5939348
2026-04-06,884234327.0715194,20012146.875,4355593806.902083
2026-04-07,953315133.8739818,20012684.375,5575967620.145627
2026-04-08,1022395940.676444,20012971.875,5936286348.016992
2026-04-09,994763617.9554594,20013353.125,5196240368.168461
2026-04-10,863510085.0307804,20013871.875,6491981313.769409
2026-04-11,849693923.6702881,20014393.75,1987525971.3807876
2026-04-12,1070752505.4381678,20014728.125,1576299770.494101
2026-04-13,1022395940.676444,20015271.875,6633310041.043966
2026-04-14,1132925231.560384,20015556.25,12370994758.47783
2026-04-15,863510085.0307804,20016121.875,8799963363.243324
2026-04-16,1050028263.3974293,20016396.875,6827305647.032912
2026-04-17,968172577.6598405,20016984.375,7922347197.329179
2026-04-18,1031290054.5634866,20017515.625,2768806279.2658143
2026-04-19,1064992343.9283061,20018050.0,2883140409.3545456
2026-04-20,876259523.4853154,20018306.25,11266757285.351542
2026-04-21,909961812.8501353,20018815.625,7894718144.329737
2026-04-22,882999981.3582796,20019115.625,8975032613.917759
2026-04-23,815595402.6286399,20019609.375,8141917393.593581
2026-04-24,1004328223.0716305,20019928.125,10786366687.21436
2026-04-25,943664102.2149547,20020437.5,2316698937.9770403
2026-04-26,1004328223.0716305,20020921.875,1645733890.632024
2026-04-27,930183186.4690272,20021503.125,6652309884.766558
2026-04-28,936923644.3419911,20021809.375,6877226670.65858
2026-04-29,,20022312.5,
